subject,label,hr_mean_bpm,rmssd_ms,sdnn_ms,resp_rate_mean_bpm,hr_div_rmssd,hr_div_sdnn,rmssd_div_sdnn,hr_div_resp,label_name
S10,1,77.6017645879286,187.02334287845395,208.73976734245258,49.80237154150197,0.4149309032421788,0.37176320341785823,0.8959641244192282,1.5581941619639634,baseline
S10,1,73.13547476038949,215.63975653261014,234.98631646116215,52.29509374326558,0.33915580288335917,0.3112329086297121,0.91766941913935,1.3985150331584915,baseline
S10,1,76.32539171496029,239.84336322467124,223.96420708672744,52.00222866694288,0.31823015942060123,0.34079281108255033,1.070900419064707,1.4677330889758446,baseline
S10,1,80.33580576689165,204.07164108194345,201.54193168201815,50.76389486054977,0.3936647215701735,0.3986059134018875,1.012551777085855,1.5825382584921228,baseline
S10,2,69.4108768544435,229.71472605872324,215.27211780094376,51.61966463414634,0.30216119813189346,0.322433195545676,1.0670900087076496,1.3446595855744536,stress
S10,2,68.247773441409,266.0883108963606,214.18280104482469,51.782224112471994,0.25648542475054825,0.31864264127877356,1.2423421002915775,1.317976865828967,stress
S11,1,77.01086307747404,47.39514062909022,88.84989609394447,52.01089752138544,1.6248683315480292,0.8667524269926826,0.5334293309581082,1.4806678359243717,baseline
S11,1,76.88750530365512,39.09763053681143,51.75761231537251,52.43345753957287,1.9665515338906163,1.4855303763852101,0.7553986512859105,1.4663825143635847,baseline
S11,1,73.44021726183387,52.027853243273476,59.205515668839936,51.66175288126507,1.4115557856757952,1.2404286396661806,0.8787669975595856,1.4215587579968985,baseline
S11,1,73.23766508490081,53.27438849641842,71.301341750266,50.86151821727232,1.374725588634856,1.0271568989741708,0.7471723138536823,1.4399425666383208,baseline
S11,2,70.56296685201536,174.09094583562674,152.06172421894829,50.52486860383518,0.40532243944862895,0.4640416068833617,1.1448702606117984,1.3965987206280266,stress
S11,2,68.70207164930754,192.99397973601506,153.85930793229628,50.601445755593005,0.35598038728089343,0.44652528711190465,1.254353619092967,1.357709658754441,stress
S11,2,71.05820004956439,222.26606181967352,179.74197452596115,51.71525113109216,0.3196988306168602,0.3953344800899639,1.236584066720433,1.3740279413792287,stress
S13,1,86.46134638386285,84.03762863538249,82.04483991501382,50.80096763747881,1.0288408631685246,1.0538303990040552,1.0242890195462981,1.7019625886038303,baseline
S13,1,87.08169091957694,44.49371400447241,64.64796079362826,51.5928590206247,1.9571683971093914,1.3470137317642936,0.6882462100623248,1.687863254191152,baseline
S13,1,85.01537227643362,55.9935501389415,70.97611619391333,52.273930272814404,1.5183065204024007,1.197802540282195,0.7889069329457522,1.6263436063204673,baseline
S13,1,86.64342677045032,55.711183548253366,73.10622399284853,50.60168672289076,1.555225023991915,1.1851716863249022,0.7620580096395514,1.7122636098068111,baseline
S13,2,68.94248112766384,215.21909727580584,193.7023094668048,52.228103693892436,0.32033626197824455,0.3559197684190682,1.1110817308695455,1.320026503962961,stress
S13,2,71.31172169732582,231.0227457509887,204.24780661209667,50.87388826629152,0.30867835747303524,0.34914314567284244,1.1310904610581325,1.4017352344695104,stress
S14,1,72.0504353047133,38.39038734779842,66.09761278669428,52.31209735146743,1.8767832335727965,1.0900610818915588,0.5808135230494521,1.3773188029650314,baseline
S14,1,73.54042719669465,29.494268921027757,51.252520426099544,51.74661541032926,2.4933802357875856,1.4348645995416323,0.5754696291191226,1.4211640049025327,baseline
S14,1,72.70698313232327,33.43854369972093,53.77236733914992,51.60638936249249,2.1743465799597628,1.3521253894914103,0.6218536648911012,1.4088756068869,baseline
S14,1,75.22364171596789,33.918670234491664,56.21915744367241,52.51277744107584,2.217765059653591,1.338042851163976,0.6033293947614877,1.4324826334005227,baseline
S14,2,73.85169618733114,148.53006471493777,126.98553888151179,50.022152667609944,0.49721715485056156,0.5815756411148596,1.1696612545270122,1.4763798087232494,stress
S14,2,70.13024187777302,155.49495043048688,131.28211512846326,50.689067933654854,0.451012985846922,0.5341949420082742,1.1844336167065155,1.38353780680213,stress
S14,2,70.73709522741694,193.64533500692534,181.68312031044073,50.00881107623725,0.36529201813659584,0.38934324282051597,1.0658410901136266,1.4144926404984897,stress
S15,1,81.9142899378657,72.3647335507065,71.21415304749017,50.93728811940755,1.1319642306216433,1.150252954398545,1.0161566269341018,1.6081399886433225,baseline
S15,1,82.49899879855828,50.70440797340858,66.83377217659314,51.15859163406561,1.6270577272458058,1.234390879218568,0.758664464418283,1.6126127823977008,baseline
S15,1,81.86039401524852,25.95669832694255,55.60213153260628,51.60909303067683,3.15372906770192,1.4722528032444913,0.466829195418902,1.5861622285551518,baseline
S15,1,83.86029954872312,44.80774062328623,57.79192847348436,51.05591838680459,1.8715583151974768,1.4510728706206653,0.7753286973949064,1.6425186775290057,baseline
S15,2,83.68488037866979,152.76610711346177,129.4487658877015,50.40408033031245,0.5477974267977891,0.6464710559795334,1.1801279530620505,1.660279878737171,stress
S15,2,83.44490130403503,77.19180884794844,79.3407367227848,50.34095467308464,1.08100720205176,1.0517283397000725,0.9729152014009566,1.6575947326769667,stress
S15,2,78.91679456102354,80.17142451930359,93.21401393096448,51.20121907664468,0.9843506590309125,0.8466194216190533,0.8600790925995269,1.541306945111806,stress
S16,1,68.89514090887417,58.783456297983044,111.69496204977554,50.135126101779086,1.1720158229491189,0.6168151154227696,0.5262856553170848,1.3741890420103953,baseline
S16,1,65.91865357643758,56.97225185416139,86.84282761513566,50.70285436170517,1.1570308603068271,0.7590569697773032,0.6560386553354444,1.30009748773088,baseline
S16,1,64.94876359661892,60.96836551425252,95.07917727433664,51.455130496961026,1.0652862849248583,0.6831018679223427,0.6412378321105733,1.2622407711210613,baseline
S16,1,65.09236917149097,67.45420140342667,91.5295718544,51.70809454049179,0.9649861360330965,0.7111621725384686,0.7369662070606966,1.2588429287510907,baseline
S16,2,67.2358591248666,212.51782459152366,161.09691162028057,47.35831207178281,0.3163775050591606,0.4173628063295674,1.3191924193583964,1.419726679087604,stress
S16,2,70.6417122491376,176.71359869786346,148.28649525889065,49.54840928304302,0.39975255311232416,0.4763866873096268,1.1917039268433882,1.4257110020545776,stress
S17,1,70.00333349207105,126.41135862253827,154.33993216455067,50.721974271462315,0.5537740773841342,0.4535659210827984,0.8190450575536333,1.3801381846340512,baseline
S17,1,65.26402089668913,101.29667945419455,100.6774033073782,51.52906804663107,0.6442858862535661,0.6482489491453364,1.0061510937556228,1.2665476666030262,baseline
